link,title,description,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
https://www.bbc.com/news/world-asia-66106162,Fukushima: What are the concerns over waste water release?,Japan's controversial plan to release treated waste water from the Fukushima nuclear plant into the Pacific Ocean has sparked anxiety and anger at home and abroad.,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
https://www.bbc.com/news/world-asia-66578158,Fukushima nuclear disaster: Japan to release treated water in 48 hours,"Japan will start releasing treated radioactive water from the tsunami-hit Fukushima nuclear plant into the Pacific Ocean on Thursday, despite opposition from its neighbours.",0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
https://www.reuters.com/world/asia-pacific/fukushima-water-release-plan-2023-08-22/,Fukushima: why is Japan releasing water and is it safe?,"Japan and scientific organisations say the released water is safe, but environmental activists argue that all the possible impacts have not been studied. Japan says it needs to start releasing the water as storage tanks are full.",0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
https://www.nature.com/articles/d41586-023-02057-y,Is Fukushima wastewater release safe? What the science says,"Radiation in the water will be diluted to almost-background levels, but some researchers are not sure this will be sufficient to mitigate the risks.",0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
https://www.aljazeera.com/news/2023/7/4/why-is-japans-fukushima-water-release-so-controversial,Why is Japan�s Fukushima water release so controversial?,The United Nations� nuclear watchdog is set to give its backing to Japan�s plan to release millions of tonnes of treated radioactive water from the�tsunami-wrecked Fukushima Daiichi power plant�into the Pacific Ocean.,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
https://www.ft.com/partnercontent/reconstruction-agency/the-plan-the-science-and-the-safety-discharging-alps-treated-water.html,"The plan, the science and the safety: Discharging ALPS treated water",The Japanese government�s policy has raised concerns about its environmental impact from environmental groups and neighbouring countries as well as further reputational damage to the disaster-affected areas.�,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
"https://environment.co/green-infrastructure/#:~:text=Green%20infrastructure%20and%20renewable%20energy%20bring%20numerous%20environmental%2C%20economic%20and,maintaining%20biodiversity%20and%20ecosystem%20health.",How Green Infrastructure Paves the Way for Renewable Energy Advances,"Green infrastructure refers to a network of natural and semi-natural spaces. By integrating with renewable energy, these infrastructures help build a sustainable and energy-efficient future.",1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://networknature.eu/nbs-resource/25088,Green Infrastructure and Energy Sector,Green Infrastructure can play a role in reducing the negative impacts of the energy sector,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
https://scholars.hkbu.edu.hk/en/projects/green-infrastructure-projects,Green Infrastructure Projects,"In this project, we aim to study green infrastructure projects financed using the project financing technique, reveal their determinants, and quantify their real and environmental effects.",1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.cfbusinesslinks.com/know-it-all-about-investment-in-green-energy-infrastructure/,All you need to know about investment in Green Energy Infrastructure,"The world is facing an increasing energy demand, while the negative impacts of traditional energy sources on the environment and climate change are becoming more evident. Therefore, it is critical to shift towards renewable energy sources to meet energy demands while reducing greenhouse gas emissions.",1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.pwc.com/gx/en/issues/esg/the-energy-transition/sustainable-energy-infrastructure.html,Sustainable energy infrastructure,"70% of greenhouse gas emissions come from energy, industry and buildings combined so an unprecedented transformation of existing and future infrastructure assets will be needed to achieve net zero. We must radically reimagine how we plan, finance, build, operate and decommission renewable energy and power grid infrastructure projects, so that our energy future is greener, affordable and secure.�",1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ey.com/en_lu/infrastructure/sustainable-infrastructure--a-paradigm-shift-towards-greener-inv,Sustainable infrastructure: a paradigm shift towards greener investments,"Infrastructure plays a pivotal role in addressing climate change and diverse societal needs. What is built by communities, and how it is built, can impact the progress of the world in the fight against climate change and in creating an inclusive society for all.",1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.business.hsbc.com/en-gb/business-guides/hong-kong?cid=HBEU:JC:PPC21IBG:P1:CMB:L14:GO%20:XTR:14:XX:13:0821:175:PPC21IBG:IBG2021_Google_PPC_Phrase%20_business%20and%20sustainability&gad_source=1&gclid=CjwKCAjwxLKxBhA7EiwAXO0R0EcsAMTt4ldG8uwBzR1vkVl0Uaz0JMH6SKsOJbJSPwN88pVC_oQ8OBoC7dgQAvD_BwE&gclsrc=aw.ds#sustainability,Sustainable Business Practices,"Sustainability has long been a priority in Hong Kong and was first added to the government�s agenda in 1999. Hong Kong has made a commitment to sustainable development, especially in the areas of economic growth, social inclusion and environmental protection.",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www2.deloitte.com/content/dam/Deloitte/ca/Documents/strategy/ca-sustainable-supply-chains-sourcing-and-procurement-pov-aoda.pdf,Sustainable supply chains: the vital role of sourcing and procurement,"The traditional sourcing decision-making process focuses on cost alone or a combinaion of cost and capabilities -- ESG considerations aren't even an evaluation criterion. But customers, regulators and other external stakeholders are increasing the pressure on organization to find ways to reduce their carbon emission. This poses a distinct challenge because the issue goes wel beyond internal operation.",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://sustainabilitymag.com/articles/the-power-of-responsible-sourcing,The Power of Responsible Sourcing,"Climate change, circular economies, ESG and sustainability have all become business priorities over the past few years, with global supply chains sitting right in the middle of these issues � both as a major contributor to the problem and as an area of focus for improvements.�",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.deloitte.com/global/en/about/governance/global-impact-report/sustainable-and-responsible-supply-chain.html,Sustainable and responsible supply chain,"As consumers and regulators call for greater traceability and insight into supply chains, organizations are increasingly exploring ecosystem strategies that take into account their end-to-end t",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.spglobal.com/en/who-we-are/corporate-responsibility/impact-report/responsible-business/responsible-sourcing-and-supply-chain-management,Responsible Sourcing and Supply Chain Management,"Our commitment to responsible business extends to our supply chain. We carefully manage and collaborate with our extensive global network of suppliers, prioritizing legal and regulatory compliance, ethical behavior, supplier diversity and environmental sustainability. These efforts not only benefit our business and suppliers, but also help to safeguard our brand and reputation.",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.sedex.com/blog/the-importance-of-responsible-sourcing/,The Importance of Responsible Sourcing,"Responsible sourcing is when a business proactively sources products and services ethically and sustainably, throughout each tier of their supply chain. At Sedex, we believe businesses can drive powerful, positive social and environmental impacts in global supply chains by sourcing responsibly.",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://hbr.org/2020/03/a-more-sustainable-supply-chain,A More Sustainable Supply Chain,"Increasingly, multinational corporations (MNCs) are pledging to procure the materials and services they need from companies committed to fair labor practices and environmental protections. But the reality is that their suppliers�especially those at low levels of the chain�often violate sustainability standards, exposing MNCs to serious financial and social risks.",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.brightest.io/sustainable-sourcing,Sustainable Sourcing,"Sustainable sourcing integrates environment, social, and governance (ESG) criteria and performance factors into a company's sourcing process and sourcing decisions arounds purchased goods, services, and materials",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://thecosa.org/responsible-sourcing-and-sustainable-sourcing-2/,Responsible Sourcing and Sustainable Sourcing: Key Differences,Responsible Sourcing�requires meeting or complying with accepted levels of ethical or responsible practices in areas such as human rights or pollution whereas�Sustainable Sourcing�goes beyond compliance to engage and improve the conditions of sustainability that can include areas such as dignified livelihoods or climate-smart practices.,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.cpgroupglobal.com/en/sustainability/heart-living-right/human-rights-and-labor-practices,Human Rights and Labor Practices,"The actions to ensure that all stakeholders are protected included fair labor practices, diversity and inclusion, occupational health and safety of all workers",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://webapps.ilo.org/wcmsp5/groups/public/---ed_norm/---declaration/documents/publication/wcms_536630.pdf,Promoting diversity and inclusion through workplace adjustments,"Reasonable accommodations allow workers and their employers to take advantage of their full professional potential and thereby contribute to business success. The purpose of a reasonable accommodation at work is not to unduly burden an employer, nor is it to grant one employee an unfair benefit or advantage over another",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.eoc.org.hk/en/news-and-events/events-and-programmes/eoc-events/inclusion-charter,THE RACIAL DIVERSITY AND INCLUSION CHARTER FOR EMPLOYERS,"The Equal Opportunities Commission (EOC) is responsible for implementing the four anti-discrimination ordinances in Hong Kong, namely the Sex Discrimination Ordinance, Disability Discrimination Ordinance, Family Status Discrimination Ordinance and the Race Discrimination Ordinance.",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://productivitysa.co.za/blog/how-human-rights-in-the-workplace-drives-inclusivity/,How human rights in the workplace drives inclusivity,"This blog will go back to basics as we explore what our human rights are as South Africans in the workplace, how worker rights promote productivity growth, and the power of inclusivity.",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030559/,A Systematic review protocol on workplace equality and inclusion practices in the healthcare sector,this study aims to identify and synthesise current best evidence relating to workplace equality and inclusion practices in the healthcare sector in middle-income and high-income economies.,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://embeddingproject.org/issue-snapshots/rights-and-wellbeing-at-work/,Rights and Wellbeing at Work,"This includes the human and group rights to which workers (including employees, contractors, and those within the value chain) are entitled, which companies must respect while they are at work, and which should not be infringed upon outside of work (i.e., post-employment health and well-being; family supports).�",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gov.uk/government/publications/inclusion-at-work-panel-report-on-improving-workplace-diversity-and-inclusion/report-on-the-inclusion-at-work-panels-recommendations-for-improving-diversity-and-inclusion-di-practice-in-the-workplace,Report on the Inclusion at Work Panel�s recommendations for improving diversity and inclusion (D&I) practice in the workplace,"The Equality and Human Rights Commission (EHRC) explains and clarifies the legal status for employers in relation to D&I practice, with particular focus on the implication of recent rulings for HR policies and staff networks.",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.connexus-global.com/blogs/the-importance-of-diversity-and-inclusion-in-the-workplace/,THE IMPORTANCE OF DIVERSITY AND INCLUSION IN THE WORKPLACE,"Diversity and inclusion (D&I) in the workplace let employers who value their employees� unique needs, perspectives, and potential outperform their competitors.",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.forbes.com/sites/biancamillercole/2020/09/15/8-reasons-why-diversity-and-inclusion-are-essential-to-business-success/?sh=4e95f39a1824,8 Reasons Why Diversity And Inclusion Are Essential To Business Success,Diversity and inclusion are essential in business today as a healthy variety of people from different backgrounds and cultures provides us with the balance of voices and diversity of thought that we need,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.roberthalf.com.hk/blog/employers/why-diversity-and-inclusion-workplace-important,Why is diversity and inclusion in the workplace important?,We live in a diverse and increasingly globalised and connected world. It is therefore essential that our workplaces represent � if not celebrate or endorse � this diversity appropriately.�,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.assp.org/news-and-articles/how-worker-engagement-can-help-improve-your-safety-management-system,How Worker Engagement Can Help Improve Your Safety Management System,"Engagement means workers are given autonomy within the safety management system to decide how to apply plans, procedures, processes and policies to fit their work conditions",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hkwhc.org.hk/services/occupational-health-education-promotion-and-training/focus-item/work-together-to-enhance-health-and-safety-culture-and-workplace-improvement/?lang=en,�WORK TOGETHER TO ENHANCE HEALTH AND SAFETY CULTURE AND WORKPLACE IMPROVEMENT�,"Occupational hazards exist in the working environment and practices in all industries, including social services, whose risks have often been underestimated.",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.researchgate.net/publication/378435320_Community_Development_and_the_Mainstreaming_of_Occupational_Health_and_Safety_in_Kenya,Community Development and the Mainstreaming of Occupational Health and Safety in Kenya,"As there has been less activity regarding risk education to date at university level, and because it presents some special challenges, related to the autonomy of universities and the types of teaching methods traditionally used, the sharing of experiences and resources at the university level is particularly important.",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.effortlesshr.com/blog/7-effective-ways-to-implement-health-and-safety-management-in-the-workplace/,7 Effective Ways to Implement Health and Safety Management in the Workplace,"A sign of an excellent business isn�t found only within its monetary value. It can also be found in how well they treat their employees. With health and safety management, you take care of everyone in the office while communicating that you are a business of value to stakeholders.",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.emerald.com/insight/content/doi/10.1108/SCM-06-2023-0284/full/html,Drivers of consumer protection practices: implications for operational performance,"Globalization and increased outsourcing have contributed to increased supply chain complexity, exposing firms to greater vulnerability in the areas of product safety and supply chain security. Meanwhile, stakeholders pressure firms to ensure that their products are safe, and their supply chains are secure.�",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://www.researchgate.net/publication/373833575_Stakeholder_Engagement_Customers,Stakeholder Engagement: Customers,"Another important development driving companies to consider and embrace corporate social responsibility (�CSR�) initiatives is the potential for stronger engagement with customers, an increasing number of which are seeking out products and services that address stakeholder needs, such as health focus or environmental responsibility or societal consequences.�",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://www.unilever.com/sustainability/responsible-business/engaging-with-stakeholders/,Engaging with stakeholders,"To make our purpose a reality and grow our business, we need to work closely with other stakeholders: our people, consumers, shareholders, governments and regulators, suppliers, customers, scientists, NGOs, communities and peer companies - often through trade associations.",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://unctad.org/system/files/official-document/ditccplp2017d3_en.pdf,Guidelines on Consumer Protection: Business Engagement,"A consumer protection framework covers a range of institutional mechanisms. The accompanying document, titled Consumer Protection Guidelines: Agency Structure and Agency Effectiveness in the MENA Region  SURYLGHV JXLGHOLQHV WR VWDWH agencies for consumer protection. It informs readers that the essential elements of a consumer protection framework are as follows",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://www.gao.gov/products/gao-15-17,Consumer Product Safety Commission:Challenges and Options for Responding to New and Emerging Risks,"According to Consumer Product Safety Commission (CPSC) officials, industry representatives, consumer groups, and subject-matter experts GAO interviewed, the timeliness of CPSC's responses may be affected by several factors, including (1) compliance actions that can involve litigation, (2) reliance on voluntary standards, (3) rulemaking procedures, (4) restrictions on sharing information with the public and international agencies, and (5) limited agency resources.",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://www.agedcarequality.gov.au/sites/default/files/media/topic-guide-3-consumer-and-stakeholder-engagement.pdf,Consumer & Stakeholder Engagement,"Effective consumer and stakeholder engagement supports high-quality outcomes for consumers. Governing bodies must understand key concepts (such as consumer-directed care) and oversee processes to ensure that stakeholders are appropriately identified, consumer issues are wellunderstood and suitably managed.",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://legalinstruments.oecd.org/api/download/?uri=/public/3ae65332-dc49-49c4-97e9-0077e14c42bb.pdf&name=OECD-LEGAL-0459-en.pdf,Recommendation of the Council on OECD Legal Instruments Consumer Product Safety,"The development of the Recommendation has been inclusive and participatory in nature, incorporating regular input from the CCP and WPCPS delegates as well as other interested OECD bodies, and stakeholders from the business community and civil society.",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://www.researchgate.net/publication/369366732_Stakeholder_Engagement,Stakeholder Engagement,"Stakeholder engagement is related to the fundamental principle of corporate social responsibility (""CSR"") that calls for companies to acknowledge that their businesses do not and cannot exist in isolation and rely heavily on their relationships with customers, employees, suppliers, communities, investors and others.�",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://study.com/academy/lesson/product-safety-definition-lesson-quiz.html,"Product Safety Definition, Regulations & Importance","Learn about product safety. Understand what the product safety standards are, learn what the CPSC regulates, and identify the importance of product safety.�",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://assets.publishing.service.gov.uk/media/5a82c44fe5274a2e8ab593ed/Full_Report_Growing_a_Culture_of_Social_Impact_Investing_in_the_UK.pdf,Growing a culture of social impact investing in the UK,"There is a strong and growing interest among individuals in seeing their savings and investments do social good, as well as produce a financial return.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.oecd.org/finance/ESG-Investing-Practices-Progress-Challenges.pdf,"ESG Investing: Practices, Progress and Challenges","Forms of sustainable finance have grown rapidly in recent years, as a growing number of institutional investors and funds incorporate various Environmental, Social and Governance (ESG) investing approaches. While the mainstreaming of forms of sustainable finance is a welcome development, the terminology and practices associated with ESG investing vary considerably",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.impacteurope.net/sites/www.evpa.ngo/files/publications/EVPA_Impact_Strategies_2018.pdf,IMPACT STRATEGIES How Investors Drive Social Impact,"Recognising the differences though is important to make both spaces more transparent on intentions, better align shareholders, manage expectations towards investees, and create the right setting to collaborate with other types of capital providers.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://business.cornell.edu/hub/2021/08/24/impact-esg-corporate-culture-company-performance/,The impact of ESG and corporate culture on company performance,"Investors have been pouring a record amount of money into funds that focus on environmental, social, and governance (ESG) issues and the trend doesn�t seem to be slowing down.�",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.imd.org/reflections/esg-environmental-social-and-governance-investing-explained/,"ESG: environmental, social and governance investing explained",ESG investing has gained popularity in recent years as institutional investors and individuals realize the significance of considering more than just financial returns.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://treasury.gov.au/sites/default/files/2019-03/C2017-002_Social_Impact_Investing_DP.pdf,Social Impact Investing Discussion Paper,Taking a social impact investment approach provides the Australian Government with an opportunity to fund �what works� and reinvest spending that would otherwise not achieve beneficial outcomes.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.mdpi.com/2071-1050/15/3/2031,Predicting Efficiency of Innovative Disaster Response Practices: Case Study of China�s Corporate Philanthropy,"Corporate philanthropy is significant because gifts are viewed as a means to enhance the image of a business organization in an era of intense competition. Taking into account the corporations listed on the Shenzhen stock exchanges, this research reveals that environmentally unfriendly enterprises have been exhibiting more altruistic behavior to counterbalance the negative image that has resulted from their massive emission of pollutants.�",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://brill.com/view/journals/puan/4/1/article-p51_003.xml?language=en,"Giving as �De-Risking�: Philanthropy, Impact Investment and the Pandemic Response","In this article, we argue that�covax�represents a pandemic response grounded in the claim that solutions for combating�covid-19 and ameliorating its effects on the world�s poorest need not pose a risk to the accumulation of corporate and financial wealth",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://www.jstor.org/stable/20159168,The Relationship between Corporate Philanthropy and Shareholder Wealth: A Risk Management Perspective,"�(1) corporate philanthropy can generate positive moral capital among communities and stakeholders, (2) moral capital can provide shareholders with insurance-like protection for a firm's relationship-based intangible assets, and (3) this protection contributes to shareholder wealth.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://initiatives.weforum.org/humanitarian-and-resilience-investing-initiative/home-2,Humanitarian and Resilience Investing Initiative,The HRI Initiative was launched in 2019 as an approach to unlock social impact investing in frontier markets with the goal to measurably benefit and increase the resilience of at-risk and crisis-hit communities.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://www.researchgate.net/publication/237244371_Sponsorship_and_CSR_Is_there_a_link_A_conceptual_framework,Sponsorship and CSR: Is there a link? A conceptual framework,"A prolific stream of research has demonstrated the unique potential of sports sponsorship to contribute to corporate image and to influence audiences around the world. Meanwhile, the concept of corporate social responsibility (CSR) has increasingly been identified in the literature for its potential to deliver a degree of competitive advantage.�",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
